05,3.16,0,0,0,0,0,0,9.0544,0,0.1979,0,0,0
06,3.3258,0,0,0,0,0,0,9.0326,0,0.1979,0,0,0
07,3.3575,0,0,0,0,0,0,9.2397,0,0.1979,0,0,0
08,3.3964,0,0,0,0,0,0,9.9027,0,0.1979,0,0,0
09,3.2584,0,0,0,0,0,0,8.6292,0,0.1979,0,0,0
10,3.2233,0,0,0,0,0,0,8.8021,0,0.1979,0,0,0
11,3.3193,0,0,0,0,0,0,9.1435,0,0.1979,0,0,0
12,3.2981,0,0,0,0,0,0,11.8852,0,0.1979,0,0,0
13,3.3326,0,0,0,0,0,0,9.6564,0,0.1979,0,0,0
14,3.4009,0,0,0,0,0,0,10.7081,0,0.1979,0,0,0
15,3.16,0,0,0,0,0,0,9.0544,0,0.1979,0,0,0
16,3.3258,0,0,0,0,0,0,9.0326,0,0.1979,0,0,0
17,3.3575,0,0,0,0,0,0,9.2397,0,0.1979,0,0,0
18,3.3964,0,0,0,0,0,0,9.9027,0,0.1979,0,0,0
19,3.2584,0,0,0,0,0,0,8.6292,0,0.1979,0,0,0
20,3.2233,0,0,0,0,0,0,8.8021,0,0.1979,0,0,0
21,3.3193,0,0,0,0,0,0,9.1435,0,0.1979,0,0,0
22,3.2981,0,0,0,0,0,0,11.8852,0,0.1979,0,0,0
23,3.3326,0,0,0,0,0,0,9.6564,0,0.1979,0,0,0
24,3.4009,0,0,0,0,0,0,10.7081,0,0.1979,0,0,0
25,3.16,0,0,0,0,0,0,9.0544,0,0.1979,0,0,0
26,3.3258,0,0,0,0,0,0,9.0326,0,0.1979,0,0,0
27,3.3575,0,0,0,0,0,0,9.2397,0,0.1979,0,0,0
28,3.3964,0,0,0,0,0,0,9.9027,0,0.1979,0,0,0
29,3.2584,0,0,0,0,0,0,8.6292,0,0.1979,0,0,0
30,3.2233,0,0,0,0,0,0,8.8021,0,0.1979,0,0,0
31,3.3193,0,0,0,0,0,0,9.1435,0,0.1979,0,0,0
32,3.2981,0,0,0,0,0,0,11.8852,0,0.1979,0,0,0
33,3.3326,0,0,0,0,0,0,9.6564,0,0.1979,0,0,0
34,3.4009,0,0,0,0,0,0,10.7081,0,0.1979,0,0,0
35,3.16,0,0,0,0,0,0,9.0544,0,0.1979,0,0,0
36,3.3258,0,0,0,0,0,0,9.0326,0,0.1979,0,0,0
37,3.3575,0,0,0,0,0,0,9.2397,0,0.1979,0,0,0
38,3.3964,0,0,0,0,0,0,9.9027,0,0.1979,0,0,0
39,3.2584,0,0,0,0,0,0,8.6292,0,0.1979,0,0,0
40,3.2233,0,0,0,0,0,0,8.8021,0,0.1979,0,0,0
41,3.3193,0,0,0,0,0,0,9.1435,0,0.1979,0,0,0
42,3.2981,0,0,0,0,0,0,11.8852,0,0.1979,0,0,0
43,3.3326,0,0,0,0,0,0,9.6564,0,0.1979,0,0,0
44,3.4009,0,0,0,0,0,0,10.7081,0,0.1979,0,0,0
45,3.16,0,0,0,0,0,0,9.0544,0,0.1979,0,0,0
46,3.3258,0,0,0,0,0,0,9.0326,0,0.1979,0,0,0
47,3.3575,0,0,0,0,0,0,9.2397,0,0.1979,0,0,0
48,3.3964,0,0,0,0,0,0,9.9027,0,0.1979,0,0,0
49,3.2584,0,0,0,0,0,0,8.6292,0,0.1979,0,0,0
50,3.2233,0,0,0,0,0,0,8.8021,0,0.1979,0,0,0
51,3.3193,0,0,0,0,0,0,9.1435,0,0.1979,0,0,0
52,3.2981,0,0,0,0,0,0,11.8852,0,0.1979,0,0,0
53,3.3326,0,0,0,0,0,0,9.6564,0,0.1979,0,0,0
54,3.4009,0,0,0,0,0,0,10.7081,0,0.1979,0,0,0
55,3.16,0,0,0,0,0,0,9.0544,0,0.1979,0,0,0
56,3.3258,0,0,0,0,0,0,9.0326,0,0.1979,0,0,0
57,3.3575,0,0,0,0,0,0,9.2397,0,0.1979,0,0,0
58,3.3964,0,0,0,0,0,0,9.9027,0,0.1979,0,0,0
59,3.2584,0,0,0,0,0,0,8.6292,0,0.1979,0,0,0
60,3.2233,0,0,0,0,0,0,8.8021,0,0.1979,0,0,0
61,3.3193,0,0,0,0,0,0,9.1435,0,0.1979,0,0,0
62,3.2981,0,0,0,0,0,0,11.8852,0,0.1979,0,0,0
63,3.3326,0,0,0,0,0,0,9.6564,0,0.1979,0,0,0
64,3.4009,0,0,0,0,0,0,10.7081,0,0.1979,0,0,0
65,3.16,0,0,0,0,0,0,9.0544,0,0.1979,0,0,0
66,3.3258,0,0,0,0,0,0,9.0326,0,0.1979,0,0,0
67,3.3575,0,0,0,0,0,0,9.2397,0,0.1979,0,0,0
68,3.3964,0,0,0,0,0,0,9.9027,0,0.1979,0,0,0
69,3.2584,0,0,0,0,0,0,8.6292,0,0.1979,0,0,0
70,3.2233,0,0,0,0,0,0,8.8021,0,0.1979,0,0,0
71,3.3193,0,0,0,0,0,0,9.1435,0,0.1979,0,0,0
72,3.2981,0,0,0,0,0,0,11.8852,0,0.1979,0,0,0
73,3.3326,0,0,0,0,0,0,9.6564,0,0.1979,0,0,0
74,3.4009,0,0,0,0,0,0,10.7081,0,0.1979,0,0,0
75,3.16,0,0,0,0,0,0,9.0544,0,0.1979,0,0,0
76,3.3258,0,0,0,0,0,0,9.0326,0,0.1979,0,0,0
77,3.3575,0,0,0,0,0,0,9.2397,0,0.1979,0,0,0
78,3.3964,0,0,0,0,0,0,9.9027,0,0.1979,0,0,0
79,3.2584,0,0,0,0,0,0,8.6292,0,0.1979,0,0,0
80,3.2233,0,0,0,0,0,0,8.8021,0,0.1979,0,0,0
81,3.3193,0,0,0,0,0,0,9.1435,0,0.1979,0,0,0
82,3.2981,0,0,0,0,0,0,11.8852,0,0.1979,0,0,0
83,3.3326,0,0,0,0,0,0,9.6564,0,0.1979,0,0,0
84,3.4009,0,0,0,0,0,0,10.7081,0,0.1979,0,0,0
85,3.16,0,0,0,0,0,0,9.0544,0,0.1979,0,0,0
86,3.3258,0,0,0,0,0,0,9.0326,0,0.1979,0,0,0
87,3.3575,0,0,0,0,0,0,9.2397,0,0.1979,0,0,0
88,3.3964,0,0,0,0,0,0,9.9027,0,0.1979,0,0,0
89,3.2584,0,0,0,0,0,0,8.6292,0,0.1979,0,0,0
90,3.2233,0,0,0,0,0,0,8.8021,0,0.1979,0,0,0
91,3.3193,0,0,0,0,0,0,9.1435,0,0.1979,0,0,0
92,3.2981,0,0,0,0,0,0,11.8852,0,0.1979,0,0,0
93,3.3326,0,0,0,0,0,0,9.6564,0,0.1979,0,0,0
94,3.4009,0,0,0,0,0,0,10.7081,0,0.1979,0,0,0
95,3.16,0,0,0,0,0,0,9.0544,0,0.1979,0,0,0
96,3.3258,0,0,0,0,0,0,9.0326,0,0.1979,0,0,0
97,3.3575,0,0,0,0,0,0,9.2397,0,0.1979,0,0,0
98,3.3964,0,0,0,0,0,0,9.9027,0,0.1979,0,0,0
99,3.2584,0,0,0,0,0,0,8.6292,0,0.1979,0,0,0
00,3.2233,0,0,0,0,0,0,8.8021,0,0.1979,0,0,0
01,3.3193,0,0,0,0,0,0,9.1435,0,0.1979,0,0,0
02,3.2981,0,0,0,0,0,0,11.8852,0,0.1979,0,0,0
03,3.3326,0,0,0,0,0,0,9.6564,0,0.1979,0,0,0
04,3.4009,0,0,0,0,0,0,10.7081,0,0.1979,0,0,0
05,3.16,0,0,0,0,0,0,9.0544,0,0.1979,0,0,0
06,3.3258,0,0,0,0,0,0,9.0326,0,0.1979,0,0,0
07,3.3575,0,0,0,0,0,0,9.2397,0,0.1979,0,0,0
08,3.3964,0,0,0,0,0,0,9.9027,0,0.1979,0,0,0
09,3.2584,0,0,0,0,0,0,8.6292,0,0.1979,0,0,0
10,3.2233,0,0,0,0,0,0,8.8021,0,0.1979,0,0,0
11,3.3193,0,0,0,0,0,0,9.1435,0,0.1979,0,0,0
12,3.2981,0,0,0,0,0,0,11.8852,0,0.1979,0,0,0
13,3.3326,0,0,0,0,0,0,9.6564,0,0.1979,0,0,0
14,3.4009,0,0,0,0,0,0,10.7081,0,0.1979,0,0,0
15,3.16,0,0,0,0,0,0,9.0544,0,0.1979,0,0,0
16,3.3258,0,0,0,0,0,0,9.0326,0,0.1979,0,0,0
17,3.3575,0,0,0,0,0,0,9.2397,0,0.1979,0,0,0
18,3.3964,0,0,0,0,0,0,9.9027,0,0.1979,0,0,0
19,3.2584,0,0,0,0,0,0,8.6292,0,0.1979,0,0,0
20,3.2233,0,0,0,0,0,0,8.8021,0,0.1979,0,0,0
21,3.3193,0,0,0,0,0,0,9.1435,0,0.1979,0,0,0
22,3.2981,0,0,0,0,0,0,11.8852,0,0.1979,0,0,0
23,3.3326,0,0,0,0,0,0,9.6564,0,0.1979,0,0,0
24,3.4009,0,0,0,0,0,0,10.7081,0,0.1979,0,0,0
25,3.16,0,0,0,0,0,0,9.0544,0,0.1979,0,0,0
26,3.3258,0,0,0,0,0,0,9.0326,0,0.1979,0,0,0
27,3.3575,0,0,0,0,0,0,9.2397,0,0.1979,0,0,0
28,3.3964,0,0,0,0,0,0,9.9027,0,0.1979,0,0,0
29,3.2584,0,0,0,0,0,0,8.6292,0,0.1979,0,0,0
30,3.2233,0,0,0,0,0,0,8.8021,0,0.1979,0,0,0
31,3.3193,0,0,0,0,0,0,9.1435,0,0.1979,0,0,0
32,3.2981,0,0,0,0,0,0,11.8852,0,0.1979,0,0,0
33,3.3326,0,0,0,0,0,0,9.6564,0,0.1979,0,0,0
34,3.4009,0,0,0,0,0,0,10.7081,0,0.1979,0,0,0
35,3.16,0,0,0,0,0,0,9.0544,0,0.1979,0,0,0
36,3.3258,0,0,0,0,0,0,9.0326,0,0.1979,0,0,0
37,3.3575,0,0,0,0,0,0,9.2397,0,0.1979,0,0,0
38,3.3964,0,0,0,0,0,0,9.9027,0,0.1979,0,0,0
39,3.2584,0,0,0,0,0,0,8.6292,0,0.1979,0,0,0
