CAS,EcoRecID,ModelCode,Value,RefID,Comment,UserModified,userComment,DoNotShowValue
7439921,,BAF_SoilInvert,0.12,87,"Table 2, P90 (dataset=all), adjust for 80% moisture content to convert from dry to wet wt; data are for benthic organisms used as surrogate for soil",FALSE,,FALSE
7439921,,BAF_Worms,0.043,123,"Table 11, median, adjust for 84% moisture content to convert from dry to wet wt",FALSE,,FALSE
7439921,1,BMC_Soil,120,265,,FALSE,,FALSE
,2,BW,0.119,136,,FALSE,,FALSE
,2,CR_Food,0.0957,73,Table 12A-2,FALSE,,FALSE
,2,CR_Water,0.0141,73,Table 12A-3,FALSE,,FALSE
,2,CRfrac_Soil,0.01,73,Table 12A-4,FALSE,,FALSE
,2,DF_1,0,73,"Min, Avg, Max = 0, 0.025, 0.05",FALSE,,FALSE
,2,DF_2,0.38,73,"Min, Avg, Max = 0.25, 0.38, 0.51",FALSE,,FALSE
,2,DF_20,0.255,73,"Min, Avg, Max = 0.02, 0.255, 0.49",FALSE,,FALSE
,2,DF_3,0.255,73,"Min, Avg, Max = 0, 0.255, 0.51",FALSE,,FALSE
7440393,36,BMD,40,253,test species: Rat,FALSE,test species: Rat,FALSE
7440417,36,BMD,0.4,254,test species: Rat,FALSE,test species: Rat,FALSE
7440428,36,BMD,39,122,test species: Rat,FALSE,test species: Rat,FALSE
7440439,36,BMD,0.6,261,test species: Rat,FALSE,test species: Rat,FALSE
7440484,36,BMD,5.4,263,test species: Rat,FALSE,test species: Rat,FALSE
7440508,36,BMD,18,264,test species: Pig,FALSE,test species: Pig,FALSE
7440622,36,BMD,1.9,268,test species: Mouse,FALSE,test species: Mouse,FALSE
7440666,36,BMD,100,257,test species: Rabbit,FALSE,test species: Rabbit,FALSE
7783086,36,BMD,0.3,267,test species: Pig,FALSE,test species: Pig,FALSE
14797558,36,BMD,730,122,test species: Guinea Pig,FALSE,test species: Guinea Pig,FALSE
16065831,36,BMD,2.4,262,test species: Pig,FALSE,test species: Pig,FALSE
7440417,58,BMC_soil,40,254,,FALSE,,FALSE
7440224,68,BMC_soil,4.2,255,,FALSE,,FALSE
7440224,67,BMC_soil,14,255,,FALSE,,FALSE
7440224,1,BMC_soil,560,255,,FALSE,,FALSE
,2,DF_6,0.11,73,"Min, Avg, Max = 0, 0.15, 0.3",FALSE,,FALSE
,3,BW,0.0773,136,,FALSE,,FALSE
,3,CR_Food,0.0723,73,Table 12A-2,FALSE,,FALSE
,3,CR_Water,0.0106,73,Table 12A-3,FALSE,,FALSE
,3,CRfrac_Soil,0.01,73,Table 12A-4,FALSE,,FALSE
,3,DF_1,0,73,"Min, Avg, Max = 0.15, 0.21, 0.27",FALSE,,FALSE
,3,DF_11,0.495,73,"Min, Avg, Max = 0.07, 0.495, 0.92",FALSE,,FALSE
54910893,63,BMC_Water,1,81,,FALSE,,FALSE
25812300,63,BMC_Water,0.6,135,,FALSE,,FALSE
15687271,63,BMC_Water,0.018,82,,FALSE,,FALSE
70458967,63,BMC_Water,0.548,81,,FALSE,,FALSE
79572,63,BMC_Water,0.548,81,,FALSE,,FALSE
723466,63,BMC_Water,0.055,81,,FALSE,,FALSE
,3,DF_13,0,73,"Min, Avg, Max = 0, 0.12, 0.24",FALSE,,FALSE
,3,DF_2,0.505,73,"Min, Avg, Max = 0.08, 0.505, 0.93",FALSE,,FALSE
,4,BW,0.177,136,,FALSE,,FALSE
,4,CR_Food,0.124,73,Table 12A-2,FALSE,,FALSE
,4,CR_Water,0.0185,73,Table 12A-3,FALSE,,FALSE
,4,CRfrac_Soil,0.104,73,Table 12A-4,FALSE,,FALSE
,4,DF_1,0.851,73,"Min, Avg, Max = 0.6, 0.8, 1",FALSE,,FALSE
,4,DF_13,0.059,73,"Min, Avg, Max = 0, 0.055, 0.11",FALSE,,FALSE
,4,DF_2,0.09,73,"Min, Avg, Max = 0.01, 0.085, 0.16",FALSE,,FALSE
,7,BW,0.147,136,,FALSE,,FALSE
,7,CR_Food,0.11,73,Table 12A-2,FALSE,,FALSE
,7,CR_Water,0.0163,73,Table 12A-3,FALSE,,FALSE
,7,CRfrac_Sed,0.059,73,Table 12A-5,FALSE,,FALSE
,7,DF_13,0,73,"Min, Avg, Max = 0, 0.05, 0.1",FALSE,,FALSE
,7,DF_2,0.25,73,"Min, Avg, Max = 0.2, 0.305, 0.41",FALSE,,FALSE
,7,DF_20,0,73,"Min, Avg, Max = 0, 0.135, 0.27",FALSE,,FALSE
,7,DF_3,0,73,"Min, Avg, Max = 0, 0.05, 0.1",FALSE,,FALSE
,7,DF_7,0,73,"Min, Avg, Max = 0, 0.05, 0.1",FALSE,,FALSE
,7,DF_8,0.75,73,"Min, Avg, Max = 0.5, 0.75, 1",FALSE,,FALSE
,8,BW,129,138,,FALSE,,FALSE
,8,CR_Food,24.3,138,,FALSE,,FALSE
,8,CR_Water,7.85,138,,FALSE,,FALSE
,8,CRfrac_Sed,0,196,,FALSE,,FALSE
,8,CRfrac_Soil,0.028,138,,FALSE,,FALSE
,8,DF_11,0.4,73,"Min, Avg, Max = 0.3, 0.4, 0.5",FALSE,,FALSE
,8,DF_12,0,73,"Min, Avg, Max = 0, 0.05, 0.1",FALSE,,FALSE
,8,DF_13,0.175,73,"Min, Avg, Max = 0.05, 0.175, 0.3",FALSE,,FALSE
106478,,BAF_SmMammals,1,143,,FALSE,,FALSE
106478,,BAF_SoilInvert,1,143,,FALSE,,FALSE
106478,,BAF_Worms,1,143,,FALSE,,FALSE
129000,,BAF_HerbVert,1,143,,FALSE,,FALSE
129000,,BAF_OmnVert,1,143,,FALSE,,FALSE
129000,,BAF_SmBirds,1,143,,FALSE,,FALSE
129000,,BAF_SmHerp,1,143,,FALSE,,FALSE
129000,,BAF_SmMammals,1,143,,FALSE,,FALSE
129000,,BAF_SoilInvert,1,143,,FALSE,,FALSE
129000,,BAF_Worms,1,143,,FALSE,,FALSE
206440,,BAF_HerbVert,1,143,,FALSE,,FALSE
206440,,BAF_OmnVert,1,143,,FALSE,,FALSE
206440,,BAF_SmBirds,1,143,,FALSE,,FALSE
206440,,BAF_SmHerp,1,143,,FALSE,,FALSE
206440,,BAF_SmMammals,1,143,,FALSE,,FALSE
206440,,BAF_SoilInvert,1,143,,FALSE,,FALSE
206440,,BAF_Worms,1,143,,FALSE,,FALSE
,8,DF_15,0,73,"Min, Avg, Max = 0, 0.025, 0.05",FALSE,,FALSE
7440666,68,BMC_soil,46,257,,FALSE,,FALSE
7440666,67,BMC_soil,79,257,,FALSE,,FALSE
7440666,58,BMC_soil,120,257,,FALSE,,FALSE
7440428,,BCF_Bff,0,196,BAF_T3W used as surrogate,FALSE,,FALSE
7440439,,BCF_Bff,907,25,BAF_T3W used as surrogate,FALSE,,FALSE
7440702,,BCF_Bff,0,196,BAF_T3W used as surrogate,FALSE,,FALSE
7440666,1,BMC_soil,160,257,,FALSE,,FALSE
3380345,65,BMC_Water,0.18,258,EC50 for water flea; 2006 study,FALSE,,FALSE
3380345,63,BMC_Water,0.0012,258,"EC50 based on blue-green algae, most sensitive plant in the collection of studies; 1997 study",FALSE,,FALSE
7439965,65,BMC_Water,0.084,258,EC50 based on surrogate: potassium permanganate (7722-64-7) in water flea; 1981 study,FALSE,,FALSE
106478,63,BMC_Water,3.2,258,"EC50 based on surrogate: cyclanilide-2,4-dichloroaniline (113136-77-9) in green algae; 2009 study",FALSE,,FALSE
7439965,60,BMC_Water,2.3,258,LC50 based on surrogate: potassium permanganate (7722-64-7) in bluegill; 1975 study,FALSE,,FALSE
,8,DF_16,0,73,"Min, Avg, Max = 0, 0.025, 0.05",FALSE,,FALSE
,8,DF_2,0.4,73,"Min, Avg, Max = 0.3, 0.4, 0.5",FALSE,,FALSE
,8,DF_20,0,73,"Min, Avg, Max = 0, 0.05, 0.1",FALSE,,FALSE
,8,DF_3,0,73,"Min, Avg, Max = 0.01, 0.055, 0.1",FALSE,,FALSE
,8,DF_4,0,73,"Min, Avg, Max = 0, 0.05, 0.1",FALSE,,FALSE
,8,DF_5,0,73,"Min, Avg, Max = 0, 0.05, 0.1",FALSE,,FALSE
,8,DF_7,0,73,"Min, Avg, Max = 0, 0.025, 0.05",FALSE,,FALSE
,8,DF_8,0.025,73,"Min, Avg, Max = 0, 0.15, 0.3",FALSE,,FALSE
,8,DF_9,0,73,"Min, Avg, Max = 0, 0.15, 0.3",FALSE,,FALSE
,12,BW,3,136,,FALSE,,FALSE
,12,CR_Food,0.782,73,Table 12A-2,FALSE,,FALSE
,12,CR_Water,0.123,73,Table 12A-3,FALSE,,FALSE
,12,CRfrac_Soil,0.082,73,Table 12A-4,FALSE,,FALSE
,12,DF_10,0,73,"Min, Avg, Max = 0, 0.1, 0.2",FALSE,,FALSE
7439987,44,BMD,0.8,122,test species: Mouse,FALSE,test species: Mouse,FALSE
7440020,44,BMD,1.5,266,test species: Mouse,FALSE,test species: Mouse,FALSE
7440224,44,BMD,23,255,test species: Pig,FALSE,test species: Pig,FALSE
7440280,44,BMD,0.04,122,test species: Rat,FALSE,test species: Rat,FALSE
7440315,44,BMD,26,122,test species: Mouse,FALSE,test species: Mouse,FALSE
7440360,44,BMD,0.1,260,test species: Rat,FALSE,test species: Rat,FALSE
7440382,44,BMD,4.1,252,test species: Dog,FALSE,test species: Dog,FALSE
7440393,44,BMD,88,253,test species: Rat,FALSE,test species: Rat,FALSE
7440417,44,BMD,1,254,test species: Rat,FALSE,test species: Rat,FALSE
7440428,44,BMD,87,122,test species: Rat,FALSE,test species: Rat,FALSE
7440439,44,BMD,1.4,261,test species: Rat,FALSE,test species: Rat,FALSE
7440484,44,BMD,12,263,test species: Rat,FALSE,test species: Rat,FALSE
7439965,,BCF_Bff,0.4,213,BAF_T3W used as surrogate,FALSE,,FALSE
7439987,,BCF_Bff,0,196,BAF_T3W used as surrogate,FALSE,,FALSE
7440020,,BCF_Bff,0.8,55,BAF_T3W used as surrogate,FALSE,,FALSE
298464,64,ED_Eco,4,119,,FALSE,,FALSE
723466,64,ED_Eco,4,119,,FALSE,,FALSE
148798,64,ED_Eco,4,114,,FALSE,,FALSE
7440020,,BAF_HerbVert,0.25,124,"Table 7, general, median",FALSE,,FALSE
7440020,,BAF_OmnVert,0.25,124,"Table 7, general, median",FALSE,,FALSE
7440020,,BAF_SmBirds,0.25,124,"Table 7, general, median",FALSE,,FALSE
7440020,,BAF_SmHerp,0.25,124,"Table 7, general, median",FALSE,,FALSE
7440280,,BAF_SmBirds,0.11,124,"Table 7, general, median",FALSE,,FALSE
7440280,,BAF_SmHerp,0.11,124,"Table 7, general, median",FALSE,,FALSE
7440280,,BAF_SmMammals,0.11,124,"Table 7, general, median",FALSE,,FALSE
7440280,,BAF_SoilInvert,0,196,No data,FALSE,,FALSE
7440280,,BAF_Worms,0,196,No data,FALSE,,FALSE
7440280,1,BMC_Soil,1,91,,FALSE,,FALSE
7440280,58,BMC_Soil,1,84,,FALSE,,FALSE
7440315,,BAF_HerbVert,1,143,"Default, no data",FALSE,,FALSE
7440315,,BAF_OmnVert,1,143,"Default, no data",FALSE,,FALSE
7440315,,BAF_SmBirds,1,143,"Default, no data",FALSE,,FALSE
7440315,,BAF_SmHerp,1,143,"Default, no data",FALSE,,FALSE
7440315,,BAF_SmMammals,1,143,"Default, no data",FALSE,,FALSE
7440315,,BAF_SoilInvert,1,143,"Default, no data",FALSE,,FALSE
7440315,,BAF_Worms,1,143,"Default, no data",FALSE,,FALSE
7440315,1,BMC_Soil,50,91,,FALSE,,FALSE
15687271,65,ED_Eco,4,118,,FALSE,,FALSE
22204531,65,ED_Eco,1,82,,FALSE,,FALSE
79572,65,ED_Eco,1,103,,FALSE,,FALSE
7440508,44,BMD,39,264,test species: Pig,FALSE,test species: Pig,FALSE
7440622,44,BMD,4.3,268,test species: Mouse,FALSE,test species: Mouse,FALSE
7440666,44,BMD,220,257,test species: Rabbit,FALSE,test species: Rabbit,FALSE
7783086,44,BMD,0.7,267,test species: Pig,FALSE,test species: Pig,FALSE
14797558,44,BMD,1600,122,test species: Guinea Pig,FALSE,test species: Guinea Pig,FALSE
16065831,44,BMD,5.2,262,test species: Pig,FALSE,test species: Pig,FALSE
16984488,44,BMD,90,122,test species: Mink,FALSE,test species: Mink,FALSE
18540299,44,BMD,17,262,test species: Rat,FALSE,test species: Rat,FALSE
50328,45,BMD,0.9,122,test species: Mouse,FALSE,test species: Mouse,FALSE
60548,45,BMD,17,125,test species: Rat,FALSE,test species: Rat,FALSE
117817,45,BMD,16,122,test species: Mouse,FALSE,test species: Mouse,FALSE
7429905,45,BMD,1.6,122,test species: Mouse,FALSE,test species: Mouse,FALSE
7439921,45,BMD,2.3,265,test species: Rat,FALSE,test species: Rat,FALSE
7439965,45,BMD,83,256,test species: Sheep,FALSE,test species: Sheep,FALSE
7439976,45,BMD,0.6,122,test species: Mink,FALSE,test species: Mink,FALSE
7439987,45,BMD,0.2,122,test species: Mouse,FALSE,test species: Mouse,FALSE
7440020,45,BMD,0.4,266,test species: Mouse,FALSE,test species: Mouse,FALSE
7440224,45,BMD,6.7,255,test species: Pig,FALSE,test species: Pig,FALSE
7440280,45,BMD,0.01,122,test species: Rat,FALSE,test species: Rat,FALSE
14797558,,BCF_Bff,0,196,BAF_T3W used as surrogate,FALSE,,FALSE
14797650,,BCF_Bff,0,196,BAF_T3W used as surrogate,FALSE,,FALSE
7783086,,BCF_Bff,490,34,BAF_T3W used as surrogate,FALSE,,FALSE
723466,65,ED_Eco,1,103,,FALSE,,FALSE
7440315,58,BMC_Soil,2000,92,,FALSE,,FALSE
7440360,,BAF_HerbVert,1,143,"Default, no data",FALSE,,FALSE
7440360,,BAF_OmnVert,1,143,"Default, no data",FALSE,,FALSE
7440360,,BAF_SmBirds,1,143,"Default, no data",FALSE,,FALSE
7440360,,BAF_SmHerp,1,143,"Default, no data",FALSE,,FALSE
7440360,,BAF_SmMammals,1,143,"Default, no data",FALSE,,FALSE
7440360,,BAF_SoilInvert,1,143,"Default, no data",FALSE,,FALSE
7440360,,BAF_Worms,1,143,"Default, no data",FALSE,,FALSE
7440360,1,BMC_Soil,5,91,,FALSE,,FALSE
7440360,58,BMC_Soil,78,260,,FALSE,,FALSE
7440360,67,BMC_Soil,0.27,260,,FALSE,,FALSE
7440428,,BAF_HerbVert,1,143,"Default, no data",FALSE,,FALSE
7440428,,BAF_OmnVert,1,143,"Default, no data",FALSE,,FALSE
7440428,,BAF_SmBirds,1,143,"Default, no data",FALSE,,FALSE
7440428,,BAF_SmHerp,1,143,"Default, no data",FALSE,,FALSE
7440428,,BAF_SmMammals,1,143,"Default, no data",FALSE,,FALSE
7440428,,BAF_SoilInvert,1,143,"Default, no data",FALSE,,FALSE
7440428,,BAF_Worms,1,143,"Default, no data",FALSE,,FALSE
7440428,58,BMC_Soil,20,92,,FALSE,,FALSE
7440439,,BAF_HerbVert,0.33,124,"Table 7, general, median",FALSE,,FALSE
7440439,,BAF_OmnVert,0.33,124,"Table 7, general, median",FALSE,,FALSE
7440439,,BAF_SmBirds,0.33,124,"Table 7, general, median",FALSE,,FALSE
7440439,,BAF_SmHerp,0.33,124,"Table 7, general, median",FALSE,,FALSE
7440439,,BAF_SmMammals,0.33,124,"Table 7, general, median",FALSE,,FALSE
7440439,,BAF_SoilInvert,1.6,87,"Table 2, P90 (dataset=all), adjust for 80% moisture content to convert from dry to wet wt; data are for benthic organisms used as surrogate for soil",FALSE,,FALSE
7440439,,BAF_Worms,1.2,123,"Table 11, median, adjust for 84% moisture content to convert from dry to wet wt",FALSE,,FALSE
7440439,1,BMC_Soil,32,261,,FALSE,,FALSE
7440439,58,BMC_Soil,140,261,,FALSE,,FALSE
7440439,67,BMC_Soil,0.36,261,,FALSE,,FALSE
7440439,68,BMC_Soil,0.77,261,,FALSE,,FALSE
7440484,,BAF_HerbVert,0.02,124,"Table 7, general, median",FALSE,,FALSE
7440484,,BAF_OmnVert,0.02,124,"Table 7, general, median",FALSE,,FALSE
7440484,,BAF_SmBirds,0.02,124,"Table 7, general, median",FALSE,,FALSE
7440484,,BAF_SmHerp,0.02,124,"Table 7, general, median",FALSE,,FALSE
7440484,,BAF_SmMammals,0.02,124,"Table 7, general, median",FALSE,,FALSE
7440484,,BAF_SoilInvert,0,196,No data,FALSE,,FALSE
7440484,,BAF_Worms,0.0195,123,"Table C.1, median, adjust for 84% moisture content to convert from dry to wet wt",FALSE,,FALSE
7440484,1,BMC_Soil,13,263,,FALSE,,FALSE
7440484,58,BMC_Soil,1000,92,,FALSE,,FALSE
7440484,67,BMC_Soil,230,263,,FALSE,,FALSE
7440484,68,BMC_Soil,120,263,,FALSE,,FALSE
7440508,,BAF_HerbVert,0.196,124,"Table 7, general, median",FALSE,,FALSE
7440508,,BAF_OmnVert,0.196,124,"Table 7, general, median",FALSE,,FALSE
7440508,,BAF_SmBirds,0.196,124,"Table 7, general, median",FALSE,,FALSE
7440508,,BAF_SmHerp,0.196,124,"Table 7, general, median",FALSE,,FALSE
7440508,,BAF_SmMammals,0.196,124,"Table 7, general, median",FALSE,,FALSE
7440508,,BAF_SoilInvert,1.05,87,"Table 2, P90 (dataset=all), adjust for 80% moisture content to convert from dry to wet wt; data are for benthic organisms used as surrogate for soil",FALSE,,FALSE
7440508,,BAF_Worms,0.0824,123,"Table 11, median, adjust for 84% moisture content to convert from dry to wet wt",FALSE,,FALSE
7440508,1,BMC_Soil,70,264,,FALSE,,FALSE
7440508,58,BMC_Soil,80,264,,FALSE,,FALSE
7440315,45,BMD,7.7,122,test species: Mouse,FALSE,test species: Mouse,FALSE
7440360,45,BMD,0.03,260,test species: Rat,FALSE,test species: Rat,FALSE
7440382,45,BMD,1.2,252,test species: Dog,FALSE,test species: Dog,FALSE
7440393,45,BMD,26,253,test species: Rat,FALSE,test species: Rat,FALSE
7440417,45,BMD,0.3,254,test species: Rat,FALSE,test species: Rat,FALSE
7440428,45,BMD,25,122,test species: Rat,FALSE,test species: Rat,FALSE
7440439,45,BMD,0.4,261,test species: Rat,FALSE,test species: Rat,FALSE
7440484,45,BMD,3.5,263,test species: Rat,FALSE,test species: Rat,FALSE
7440508,45,BMD,11,264,test species: Pig,FALSE,test species: Pig,FALSE
7783008,,BCF_Bff,490,34,BAF_T3W used as surrogate,FALSE,,FALSE
7440224,,BCF_Bff,0,196,BAF_T3W used as surrogate,FALSE,,FALSE
7440235,,BCF_Bff,0,196,BAF_T3W used as surrogate,FALSE,,FALSE
7440280,,BCF_Bff,34,55,BAF_T3W used as surrogate,FALSE,,FALSE
7440315,,BCF_Bff,0,196,BAF_T3W used as surrogate,FALSE,,FALSE
114078,,BAF_HerbVert,1,143,"Default, no data",FALSE,,FALSE
114078,,BAF_OmnVert,1,143,"Default, no data",FALSE,,FALSE
114078,,BAF_SmBirds,1,143,"Default, no data",FALSE,,FALSE
114078,,BAF_SmHerp,1,143,"Default, no data",FALSE,,FALSE
114078,,BAF_SmMammals,1,143,"Default, no data",FALSE,,FALSE
114078,,BAF_SoilInvert,1,143,"Default, no data",FALSE,,FALSE
114078,,BAF_Worms,1,143,"Default, no data",FALSE,,FALSE
117817,,BAF_HerbVert,1,143,"Default, no data",FALSE,,FALSE
117817,,BAF_OmnVert,1,143,"Default, no data",FALSE,,FALSE
117817,,BAF_SmBirds,1,143,"Default, no data",FALSE,,FALSE
117817,,BAF_SmHerp,1,143,"Default, no data",FALSE,,FALSE
117817,,BAF_SmMammals,1,143,"Default, no data",FALSE,,FALSE
117817,,BAF_SoilInvert,1,143,"Default, no data",FALSE,,FALSE
723466,65,BMC_Water,0.21,103,,FALSE,,FALSE
7440439,59,ED_Eco,4,74,,FALSE,,FALSE
16065831,59,ED_Eco,4,74,,FALSE,,FALSE
18540299,59,ED_Eco,4,74,,FALSE,,FALSE
7439896,59,ED_Eco,4,74,,FALSE,,FALSE
7439921,59,ED_Eco,4,74,,FALSE,,FALSE
7440020,59,ED_Eco,4,74,,FALSE,,FALSE
298464,60,ED_Eco,4,106,,FALSE,,FALSE
51481619,60,ED_Eco,4,106,,FALSE,,FALSE
42399417,60,ED_Eco,4,106,,FALSE,,FALSE
114078,60,ED_Eco,4,78,,FALSE,,FALSE
54910893,60,ED_Eco,4,109,,FALSE,,FALSE
117817,,BAF_Worms,1,143,"Default, no data",FALSE,,FALSE
7439965,60,ED_Eco,4,258,4-day study,FALSE,,FALSE
3380345,60,ED_Eco,4,258,4-day study,FALSE,,FALSE
7440622,45,BMD,1.3,268,test species: Mouse,FALSE,test species: Mouse,FALSE
7440666,45,BMD,65,257,test species: Rabbit,FALSE,test species: Rabbit,FALSE
7783086,45,BMD,0.2,267,test species: Pig,FALSE,test species: Pig,FALSE
14797558,45,BMD,470,122,test species: Guinea Pig,FALSE,test species: Guinea Pig,FALSE
16065831,45,BMD,1.5,262,test species: Pig,FALSE,test species: Pig,FALSE
16984488,45,BMD,26,122,test species: Mink,FALSE,test species: Mink,FALSE
18540299,45,BMD,5.1,262,test species: Rat,FALSE,test species: Rat,FALSE
50328,47,BMD,0.9,122,test species: Mouse,FALSE,test species: Mouse,FALSE
60548,47,BMD,18,125,test species: Rat,FALSE,test species: Rat,FALSE
117817,47,BMD,17,122,test species: Mouse,FALSE,test species: Mouse,FALSE
7429905,47,BMD,1.7,122,test species: Mouse,FALSE,test species: Mouse,FALSE
7439921,47,BMD,2.4,265,test species: Rat,FALSE,test species: Rat,FALSE
7439965,47,BMD,88,256,test species: Sheep,FALSE,test species: Sheep,FALSE
7439976,47,BMD,0.7,122,test species: Mink,FALSE,test species: Mink,FALSE
7439987,47,BMD,0.2,122,test species: Mouse,FALSE,test species: Mouse,FALSE
7440020,47,BMD,0.5,266,test species: Mouse,FALSE,test species: Mouse,FALSE
7440224,47,BMD,7.1,255,test species: Pig,FALSE,test species: Pig,FALSE
7440280,47,BMD,0.01,122,test species: Rat,FALSE,test species: Rat,FALSE
7440622,,BCF_Bff,32,208,BAF_T3W used as surrogate,FALSE,,FALSE
7440666,,BCF_Bff,2060,25,BAF_T3W used as surrogate,FALSE,,FALSE
103902,,BCF_Bff,1,18,BAF_T3W used as surrogate,FALSE,,FALSE
148798,,BAF_HerbVert,1,143,"Default, no data",FALSE,,FALSE
148798,,BAF_OmnVert,1,143,"Default, no data",FALSE,,FALSE
148798,,BAF_SmBirds,1,143,"Default, no data",FALSE,,FALSE
148798,,BAF_SmHerp,1,143,"Default, no data",FALSE,,FALSE
148798,,BAF_SmMammals,1,143,"Default, no data",FALSE,,FALSE
148798,,BAF_SoilInvert,1,143,"Default, no data",FALSE,,FALSE
148798,,BAF_Worms,1,143,"Default, no data",FALSE,,FALSE
91576,60,ED_Eco,4,105,,FALSE,,FALSE
70458967,60,ED_Eco,4,108,,FALSE,,FALSE
79572,60,ED_Eco,4,101,,FALSE,,FALSE
723466,60,ED_Eco,4,106,,FALSE,,FALSE
148798,60,ED_Eco,4,258,,FALSE,,FALSE
1163195,63,ED_Eco,4,131,,FALSE,,FALSE
298464,63,ED_Eco,1,104,,FALSE,,FALSE
85721331,63,ED_Eco,4,81,,FALSE,,FALSE
298464,,BAF_Herbvert,1,143,"Default, no data",FALSE,,FALSE
298464,,BAF_OmnVert,1,143,"Default, no data",FALSE,,FALSE
7439921,58,BMC_Soil,1700,265,,FALSE,,FALSE
7439921,67,BMC_Soil,56,265,,FALSE,,FALSE
7439921,68,BMC_Soil,11,265,,FALSE,,FALSE
7439954,,BAF_HerbVert,0.68,124,"Table C.1, general, median",FALSE,,FALSE
7439954,,BAF_OmnVert,0.68,124,"Table C.1, general, median",FALSE,,FALSE
7439954,,BAF_SmBirds,0.68,124,"Table C.1, general, median",FALSE,,FALSE
7439954,,BAF_SmHerp,0.68,124,"Table C.1, general, median",FALSE,,FALSE
7439954,,BAF_SmMammals,0.68,124,"Table C.1, general, median",FALSE,,FALSE
7439954,,BAF_SoilInvert,0,196,No data,FALSE,,FALSE
7439954,,BAF_Worms,0.027,123,"Table C.1, median, adjust for 84% moisture content to convert from dry to wet wt",FALSE,,FALSE
564250,63,ED_Eco,4,81,,FALSE,,FALSE
114078,63,ED_Eco,4,103,,FALSE,,FALSE
54910893,63,ED_Eco,4,81,,FALSE,,FALSE
25812300,63,ED_Eco,4,135,,FALSE,,FALSE
15687271,63,ED_Eco,4,82,,FALSE,,FALSE
70458967,63,ED_Eco,4,81,,FALSE,,FALSE
79572,63,ED_Eco,4,81,,FALSE,,FALSE
723466,63,ED_Eco,4,81,,FALSE,,FALSE
60548,63,ED_Eco,4,81,,FALSE,,FALSE
103902,,BAF_SmBirds,1,143,,FALSE,,FALSE
335671,,BAF_SmBirds,1,143,,FALSE,,FALSE
2795393,,BAF_SmBirds,1,143,,FALSE,,FALSE
7487947,,BAF_SmBirds,1,143,,FALSE,,FALSE
7440315,47,BMD,8.2,122,test species: Mouse,FALSE,test species: Mouse,FALSE
7440360,47,BMD,0.03,260,test species: Rat,FALSE,test species: Rat,FALSE
7440382,47,BMD,1.3,252,test species: Dog,FALSE,test species: Dog,FALSE
7440393,47,BMD,27,253,test species: Rat,FALSE,test species: Rat,FALSE
7440417,47,BMD,0.3,254,test species: Rat,FALSE,test species: Rat,FALSE
7440428,47,BMD,27,122,test species: Rat,FALSE,test species: Rat,FALSE
7440439,47,BMD,0.4,261,test species: Rat,FALSE,test species: Rat,FALSE
7440484,47,BMD,3.7,263,test species: Rat,FALSE,test species: Rat,FALSE
7440508,47,BMD,12,264,test species: Pig,FALSE,test species: Pig,FALSE
7440622,47,BMD,1.3,268,test species: Mouse,FALSE,test species: Mouse,FALSE
7440666,47,BMD,69,257,test species: Rabbit,FALSE,test species: Rabbit,FALSE
7783086,47,BMD,0.2,267,test species: Pig,FALSE,test species: Pig,FALSE
14797558,47,BMD,500,122,test species: Guinea Pig,FALSE,test species: Guinea Pig,FALSE
16065831,47,BMD,1.6,262,test species: Pig,FALSE,test species: Pig,FALSE
16984488,47,BMD,28,122,test species: Mink,FALSE,test species: Mink,FALSE
18540299,47,BMD,5.4,262,test species: Rat,FALSE,test species: Rat,FALSE
50328,50,BMD,3.8,122,test species: Mouse,FALSE,test species: Mouse,FALSE
60548,50,BMD,77,125,test species: Rat,FALSE,test species: Rat,FALSE
117817,50,BMD,69,122,test species: Mouse,FALSE,test species: Mouse,FALSE
7429905,50,BMD,7.3,122,test species: Mouse,FALSE,test species: Mouse,FALSE
7439921,50,BMD,9.9,265,test species: Rat,FALSE,test species: Rat,FALSE
7439965,50,BMD,370,256,test species: Sheep,FALSE,test species: Sheep,FALSE
7439976,50,BMD,2.9,122,test species: Mink,FALSE,test species: Mink,FALSE
7439987,50,BMD,1,122,test species: Mouse,FALSE,test species: Mouse,FALSE
7440020,50,BMD,1.9,266,test species: Mouse,FALSE,test species: Mouse,FALSE
7440224,50,BMD,30,255,test species: Pig,FALSE,test species: Pig,FALSE
7440280,50,BMD,0.05,122,test species: Rat,FALSE,test species: Rat,FALSE
7440315,50,BMD,34,122,test species: Mouse,FALSE,test species: Mouse,FALSE
7440360,50,BMD,0.1,260,test species: Rat,FALSE,test species: Rat,FALSE
18559949,,BCF_Bff,1,18,BAF_T3W used as surrogate,FALSE,,FALSE
68631492,,BCF_Bff,1.8E+06,18,BAF_T3W used as surrogate,FALSE,,FALSE
60348609,,BAF_SmBirds,1,143,,FALSE,,FALSE
103902,,BAF_SmHerp,1,143,,FALSE,,FALSE
335671,,BAF_SmHerp,1,143,,FALSE,,FALSE
2795393,,BAF_SmHerp,1,143,,FALSE,,FALSE
7487947,,BAF_SmHerp,1,143,,FALSE,,FALSE
60348609,,BAF_SmHerp,1,143,,FALSE,,FALSE
103902,,BAF_SmMammals,1,143,,FALSE,,FALSE
335671,,BAF_SmMammals,1,143,,FALSE,,FALSE
2795393,,BAF_SmMammals,1,143,,FALSE,,FALSE
