61,3.743,6,8,12,15,17,25,6.953,89,0.3256,48.7206,61.25682,9.041
62,4.056,8,10,16,20,23,32,7.85,62,0.0326,21.8598,70.80915,9.602
63,4.27,11,14,20,24,28,36,8.235,55,0.1497,31.4674,73.66536,10.245
64,3.829,9,11,16,19,22,29,7.582,60,0.2506,26.1396,63.56261,9.823
68,3.701,6,8,12,15,17,25,7.223,67,0.2791,31.2390,62.10274,9.185
73,4.24,11,14,19,22,26,34,7.753,94,0.0913,58.6064,75.47921,9.824
74,3.861,8,10,14,16,19,27,7.524,70,0.1502,36.0074,69.12464,10.252
75,4.485,12,15,20,24,27,37,8.121,74,0.2456,39.7090,73.42522,9.621
76,4.296,11,14,19,23,26,34,8.109,64,0.3566,34.4262,72.39522,10.222
77,3.951,10,13,16,19,21,28,7.939,63,0.0583,26.6540,72.32761,11.216
78,3.566,6,8,12,15,16,23,7.168,64,0.1392,30.2428,63.57724,9.699
79,3.589,6,8,11,14,16,23,7.005,77,0.2007,52.0664,62.91335,9.488
80,3.537,5,7,11,13,15,22,7.029,71,0.3677,35.1506,67.6320,11.207
81,3.395,6,8,11,14,15,21,7.109,70,0.0716,32.3946,70.01663,12.028
82,3.555,8,10,14,16,17,23,7.515,84,0.1282,37.0038,61.08742,9.534
84,3.49,7,9,12,15,16,22,7.198,84,0.1635,42.2750,61.26299,9.452
85,3.55,6,8,11,14,15,20,7.158,81,0.2954,41.7794,64.00233,9.301
86,3.538,7,9,11,14,15,20,7.147,77,0.0944,31.0798,66.8633,10.956
87,3.479,6,8,11,13,14,20,6.915,80,0.1386,51.1962,64.92602,10.461
88,3.884,10,13,16,19,20,27,7.762,65,0.236,38.3312,73.4387,10.525
89,3.739,8,10,14,17,18,25,7.543,80,0.3415,39.6394,69.56202,10.272
90,3.519,7,9,13,15,17,23,7.34,87,0.0624,42.6230,64.72978,10.553
