161,-6.3,4.89,.00024,0.00046,6,3.8,-17.6 
261,-.26,5.39,.0008,0.0006,8,7.1,-10.2 
361,3.18,5.55,.0033,0.00097,8,14.3,-1.9 
461,6.27,5.15,.0021,0.00144,8,15.7,-1 
561,13.15,4.63,.00167,0.00235,5,23.5, 5 
661,19.83,4.1,.00356,0.00317,5,27.3, 12.8 
761,21.83,3.57,.00303,0.00274,6,25.4, 15.6 
861,21.58,3.59,.00111,0.00263,5,26.4, 16.2 
961,18.54,4.04,.00969,0.00212,5,25.9, 6.2 
1061,11.79,4.57,.00274,0.00173,6,21, 4.2 
1161,4.21,4.57,.0015,0.0010,7,19.5,-1.1 
1261,-3.49,5.47,.00113,0.00071,7,10.6,-17 
162,-8.29,5.75,.00197,0.00048,7,2.5,-21.7 
262,-4.12,5.76,.0011,0.00058,9,4.8,-17.3 
362,.82,5.63,.0011,0.00089,8,14.9,-14.3 
462,9.2,6.44,.00097,0.00257,6,24, 1.1 
562,18.54,5.63,.00278,0.00398,7,27.5, 7.6 
662,20.0,3.9,.00181,0.00291,6,26.5, 11.4 
762,20.76,3.5,.00433,0.00253,6,25.1, 16.7 
862,22.3,3.63,.00134,0.00311,5,27.1, 17.9 
962,16.43,4.15,.00128,0.00243,5,26.3, 8.9 
1062,13.22,4.52,.00074,0.00207,6,24.7,-1 
1162,4.54,4.18,.00061,0.00094,7,9.5,-0.2 
1262,-4.78,4.79,.00021,0.0006,6,7.2,-17.8 
163,-10.98,5.07,.00072,0.00044,7,3.1,-25.7 
263,-7.59,4.94,.00035,0.00058,6,3.4,-19.6 
363,4.24,5.42,.00186,0.00141,7,17.5,-7.3 
463,10.86,5.3,.00414,0.0025,6,22, 3.1 
563,13.99,4.79,.00159,0.00273,6,25.5, 7.5 
663,21.04,3.74,.00195,0.00327,5,26.5, 12.1 
763,22.73,3.71,.00336,0.00342,5,28.5, 15.6 
863,20.45,3.35,.00226,0.00251,5,24.7, 14.9 
963,18.4,3.47,.00245,0.00229,6,24, 13.1 
1063,15.79,3.52,.00024,0.00218,5,22.9, 5.4 
1163,5.76,4.2,.00171,0.00089,7,16.1,-2.1 
1263,-10.31,4.06,.00061,0.00029,5,6,-22.3 
164,-1.92,6.05,.0006,0.00085,6,8.5,-10.9 
264,-2.4,4.96,.00047,0.00077,6,4.5,-7.1 
364,1.44,5.8,.00284,0.00116,7,8.9,-6.7 
464,9.46,6.25,.00443,0.00212,8,20.4,-0.1 
564,17.67,5.04,.00186,0.00341,6,26.1, 9.1 
664,20.78,4.12,.00243,0.00322,6,27, 11.3 
764,22.58,3.73,.00347,0.00279,6,27.7, 15.1 
864,20.49,4.24,.00161,0.0032,5,29.6, 14.5 
964,17.27,4.56,.00336,0.00257,6,26.2, 7.6 
1064,9.2,3.94,.00015,0.00152,4,16.8, 1.2 
1164,5.27,4.06,.00247,0.00106,5,17.9,-12.2 
1264,-3.6,4.73,.00126,0.00043,7,6,-14.3 
173,-2.26,5.12,.00103,0.00072,7,10.1,-13.2 
273,-1.7,4.86,.00127,0.00067,8,7.4,-12.2 
373,6.47,4.57,.0032,0.00119,8,15.9, 0 
473,8.89,5.36,.00424,0.00169,8,20,-0.3 
573,12.89,4.9,.00303,0.00205,7,18.6, 6.8 
673,21.8,4.09,.00244,0.00342,6,27.6, 18.3 
773,23.87,3.97,.00433,0.00362,6,28.3, 18.8 
873,23.61,3.9,.00056,0.00323,5,28.6, 18.3 
973,19.03,4.01,.00509,0.00246,7,27.3, 12.3 
1073,14.61,4.1,.00235,0.00186,5,23.2, 7.1 
1173,5.59,4.85,.00128,0.00117,7,13.7,-3.5 
1273,-1.95,5.03,.00305,0.00067,8,11.7,-13.3 
174,-3.83,4.26,.0027,0.00057,7,7.3,-19.5 
274,-2.24,5.2,.00193,0.00082,7,6.2,-11.2 
374,3.61,5.02,.00198,0.00121,8,16.2,-11.8 
474,11.08,5.4,.00362,0.00234,7,20.8, 1.1 
574,13.81,4.32,.00418,0.00197,8,21.7, 6.1 
674,19.0,4.38,.00398,0.00288,6,23.9, 13.6 
774,23.51,3.51,.00243,0.00352,5,28.7, 18.4 
874,21.45,3.45,.00214,0.00264,7,26.1, 17.2 
974,15.94,4.56,.00126,0.00253,5,24.3, 5.7 
1074,11.75,5.18,.00155,0.0023,6,21.4, 3.9 
1174,4.71,4.92,.0021,0.00106,8,17.4,-2.8 
1274,-.51,4.47,.00175,0.0006,8,4,-7.8 
175,-2.47,5.56,.00304,0.0007,8,10.6,-13.9 
275,-2.81,5.6,.00227,0.00071,8,4.3,-18.3 
375,1.16,5.55,.00167,0.0011,8,12.8,-6.4 
475,6.33,5.69,.00467,0.00159,7,17.2,-3.4 
575,16.68,4.07,.00248,0.00237,6,25.4, 8.4 
