161,6.64,4.37,.00146,0.00127,6,15.4,-1.4 
261,10.95,4.5,.00377,0.0013,7,19.3,-0.3 
361,15.72,4.35,.00479,0.00195,6,22.4, 7.8 
461,15.71,5.05,.00489,0.00265,5,22.7, 10.7 
561,20.55,3.59,.0043,0.00212,6,24.9, 14.8 
661,24.12,3.85,.00579,0.00269,7,27.4, 17 
761,26.33,3.39,.00547,0.00265,6,29.6, 22.7 
861,25.42,3.13,.00498,0.00197,7,27.6, 22.3 
961,24.14,3.23,.00253,0.00238,5,27.4, 17.1 
1061,17.01,3.34,.0014,0.00175,3,22.4, 10.2 
1161,14.72,3.22,.00136,0.00148,5,22.9, 3.9 
1261,10.14,3.6,.00117,0.0013,5,20.5,-0.2 
162,8.12,4.09,.00295,0.00122,7,18.6,-3.4 
262,12.95,4.03,.00117,0.00166,6,21.9, 3 
362,11.43,4.51,.00647,0.00166,7,19.7, 1.5 
462,16.73,4.33,.00215,0.00237,4,23.9, 7.9 
562,23.74,3.27,.00149,0.00291,5,28.7, 18.4 
662,23.96,3.16,.01361,0.00224,7,26.1, 22.8 
762,26.5,3.33,.00486,0.0031,6,29.2, 24 
862,25.43,2.99,.00947,0.00245,6,27.8, 22.9 
962,22.75,3.22,.00323,0.00221,6,26.7, 16.1 
1062,18.82,3.4,.00267,0.0021,5,25.6, 7 
1162,11.7,4.75,.00171,0.0015,6,18.6, 6.7 
1262,7.24,4.18,.0012,0.00116,5,15.4,-6.2 
164,8.79,3.96,.00535,0.00118,7,18.1,-1.7 
264,8.52,4.72,.00554,0.00159,6,14.2, 3.9 
364,14.21,4.62,.00361,0.00208,7,20.7, 6.7 
464,18.57,4.24,.00231,0.00234,7,24.8, 11.5 
564,22.29,4.08,.00391,0.00321,5,28.1, 16.7 
664,26.14,3.83,.00589,0.00331,6,30, 22.5 
764,25.04,3.57,.01514,0.00223,8,26.7, 22.9 
864,25.8,3.46,.0063,0.00272,7,28.7, 22.6 
964,23.85,3.83,.00349,0.00277,5,27.9, 18.5 
1064,16.43,3.95,.00617,0.00188,5,26, 10.4 
1164,15.32,3.81,.00045,0.00199,5,20.9, 6.7 
1264,11.59,4.21,.00248,0.00156,7,21.5, 0.1 
170,5.17,3.72,.00206,0.00102,6,18,-6 
270,9.01,4.03,.0026,0.00145,6,16.1,-0.6 
370,13.99,4.44,.00633,0.00188,7,20.2, 5 
470,18.73,4.2,.00114,0.00267,7,25.1, 11.8 
570,22.03,3.82,.0031,0.00301,5,25.9, 14 
670,25.12,3.98,.00082,0.00386,6,30.1, 20.6 
770,27.07,4.05,.00488,0.00407,7,29.5, 25.1 
870,26.23,3.55,.00872,0.00304,7,29.7, 22.3 
970,24.43,3.27,.00215,0.00243,4,27.5, 15.1 
1070,19.21,3.49,.00336,0.00193,6,22.8, 9.6 
1170,11.91,3.05,.00057,0.00119,4,18.4,-2.1 
1270,10.99,3.53,.00238,0.00129,4,18.3, 2.3 
171,9.9,3.84,.00448,0.00145,6,20.8, 0.2 
271,9.66,3.89,.00428,0.00133,6,20.3,-1.2 
371,11.11,4.57,.00332,0.00172,5,18.2, 3.5 
471,17.1,4.02,.00348,0.00256,5,23.5, 7.2 
571,21.55,3.9,.00341,0.00303,6,25.8, 14.3 
671,26.15,3.2,.00345,0.00312,6,28.9, 23.6 
771,26.1,3.33,.00497,0.00275,8,28.4, 24.1 
871,25.51,3.16,.01339,0.00225,7,27.6, 23.8 
971,24.41,3.69,.00046,0.00282,5,26, 21.6 
1071,20.88,3.81,.00593,0.00177,7,25.4, 14 
1171,13.32,3.71,.00137,0.00157,4,24.3, 4.6 
1271,14.55,4.3,.00188,0.00153,7,20.3, 4.5 
172,12.32,4.09,.00339,0.00108,7,19.6,-3.9 
272,8.81,5.06,.00454,0.00145,7,17.6, 2.1 
372,13.69,4.69,.00207,0.00207,5,19.5, 6 
472,17.52,4.43,.00003,0.00273,5,25.2, 6.7 
572,20.34,4.5,.00465,0.00274,7,23.8, 15.8 
672,23.11,4.33,.00449,0.00343,5,26.3, 19 
772,26.06,3.89,.00145,0.0036,6,29.1, 20.3 
872,26.04,3.63,.00371,0.0031,6,29, 23.1 
972,23.95,3.54,.00155,0.00262,4,28.3, 19 
1072,19.0,4.15,.00022,0.00253,5,24.9, 8.4 
1172,13.66,3.73,.00623,0.00155,6,23.2, 4.2 
1272,12.6,3.55,.00359,0.00095,7,19.9,-0.3 
173,8.72,4.23,.00377,0.00125,7,18.5,-0.8 
273,7.7,4.77,.00506,0.00133,6,18.3,-2.8 
373,15.83,4.81,.00505,0.00199,7,22.6, 9 
473,16.62,4.88,.00216,0.00261,5,21.4, 8.3 
573,21.69,4.26,.00151,0.00322,6,27.2, 16.2 
673,25.33,3.42,.02307,0.00264,7,28.6, 22.8 
773,27.47,3.33,.00296,0.00356,6,29.3, 26.1 
873,26.35,3.65,.00547,0.00333,6,29.1, 22.1 
973,25.73,3.71,.00672,0.00304,5,27.4, 23.8 
1073,20.37,3.77,.00053,0.00253,4,25.7, 12.8 
1173,16.09,3.45,.00072,0.00186,4,21.8, 5.3 
1273,10.7,4.28,.00376,0.00144,5,20.7, 0.3 
174,15.95,4.03,.00117,0.00166,7,21, 5.9 
274,10.95,4.62,.00269,0.00183,5,19.6, 0.7 
374,16.04,4.67,.00249,0.0026,5,23.7, 7.1 
474,17.6,4.69,.00073,0.00294,5,23.5, 10.4 
574,22.91,4.3,.00396,0.00346,7,29, 16.5 
674,23.81,3.65,.00801,0.00293,7,29.7, 21 
774,25.24,3.14,.00254,0.00271,6,27.7, 22.8 
874,25.38,2.67,.01392,0.00218,7,27.6, 22.9 
974,23.2,3.11,.00408,0.0021,7,26.7, 15.8 
1074,15.99,3.15,.00033,0.00165,3,22, 8.5 
1174,12.69,3.5,.00321,0.00147,5,21.8, 5.4 
1274,10.3,3.87,.00247,0.00123,7,18.5, 2.9 
