178,5.95,4.59,.00354,0.00116,6,18.4,-1.8 
278,5.63,4.12,.00166,0.00115,5,10.7,-0.6 
378,12.59,4.23,.00267,0.00166,6,18.9, 2.3 
478,18.67,4.34,.00167,0.00269,5,23.4, 11.2 
578,21.98,3.78,.00384,0.00249,6,26.3, 14.7 
678,25.52,3.66,.0029,0.00315,6,30, 22.1 
778,26.73,3.85,.00508,0.0039,6,28.8, 23.8 
878,26.65,3.05,.00329,0.00299,6,28.9, 24.8 
978,24.41,3.26,.00429,0.00255,7,27.8, 20.1 
1078,18.23,3.61,.00016,0.00205,4,22.7, 12.7 
1178,16.88,3.63,.00159,0.0017,7,22.2, 9.8 
1278,11.58,4.08,.0034,0.00154,6,23, 3.8 
179,7.46,4.55,.00281,0.00143,6,18.5,-2.7 
279,7.73,4.05,.00276,0.00111,7,18.2,-2.3 
379,13.68,4.17,.00247,0.00188,5,19.1, 7.6 
479,18.17,3.98,.00323,0.00238,6,22.6, 12.8 
579,22.07,3.68,.00664,0.00254,7,26.3, 16.7 
679,24.07,3.88,.0019,0.00312,6,28, 20.2 
779,27.25,3.48,.00685,0.00361,8,29.9, 22.3 
879,26.57,2.94,.00074,0.00277,5,29.8, 22 
979,24.15,4.22,.01302,0.00231,9,28.5, 17.8 
1079,18.39,3.4,.00318,0.00186,3,23.8, 11.9 
1179,14.65,3.2,.00279,0.00125,5,22.8, 1.7 
1279,8.72,3.06,.00215,0.00094,5,18.1, 1.9 
180,8.99,3.76,.00327,0.00103,7,15.5, 1.4 
280,7.3,4.21,.0011,0.00139,6,19.5,-1.9 
380,12.46,4.54,.00656,0.00164,7,19.4,-5 
480,17.77,4.37,.00291,0.00253,5,24.2, 13 
580,21.42,3.5,.0048,0.00214,6,25.1, 15.2 
680,25.32,3.83,.00267,0.00329,6,29.8, 21.9 
780,27.41,3.31,.00571,0.00323,5,30.8, 23.2 
880,27.16,3.51,.00061,0.00345,5,29.9, 23.7 
980,25.56,3.21,.00221,0.00282,6,28.8, 18.5 
1080,17.88,3.48,.00126,0.00212,5,24.7, 10.8 
1180,12.76,3.84,.00186,0.00134,6,18.7, 6.1 
1280,8.31,3.55,.00103,0.0010,6,17.6,-0.9 
181,5.18,3.61,.00076,0.00106,5,12.6,-4.2 
281,10.38,4.16,.00204,0.00173,6,16.5, 0 
381,12.34,4.27,.00196,0.00196,5,19.4, 5.9 
481,19.37,4.25,.00159,0.00276,6,24.8, 12.8 
581,21.33,4.36,.00331,0.00332,6,26.9, 15.1 
681,27.59,3.9,.00512,0.00391,6,31.3, 23.2 
781,27.98,3.09,.01038,0.0028,7,31.4, 23.3 
881,26.04,3.62,.00763,0.00294,8,29.7, 22.5 
981,23.33,2.73,.00108,0.00218,4,26.5, 17.7 
1081,17.62,3.92,.0016,0.00246,5,25.5, 11.8 
1181,12.64,3.7,.0009,0.00172,5,19.7, 3.9 
1281,7.85,3.84,.0047,0.00102,6,18.2,-3.2 
182,7.11,3.98,.00179,0.00114,6,17.1,-6.5 
282,10.33,3.75,.00331,0.0011,7,18.6, 1.8 
382,14.36,3.49,.00104,0.00156,7,22.6, 5.5 
482,16.19,3.79,.00552,0.0019,7,21.1, 8.1 
582,21.85,2.2,.00249,0.00188,6,26.8, 16.7 
682,25.43,2.86,.00777,0.00263,7,28.5, 21.3 
782,26.45,2.81,.00443,0.00263,7,28.2, 24.3 
882,26.02,3.25,.00337,0.00279,6,28.8, 23.1 
982,22.87,3.21,.00332,0.0022,7,27.1, 18.3 
1082,17.84,3.76,.0020,0.00163,6,23.4, 7.8 
1182,15.59,3.92,.00101,0.00166,6,21.8, 7.6 
1282,13.44,3.96,.00345,0.00146,7,21.9, 1.9 
184,7.59,3.76,.0042,0.00082,7,15.7,-0.1 
284,11.46,3.87,.00308,0.00142,6,18, 1.7 
384,14.11,4.17,.00462,0.00188,5,20.6, 4.4 
484,17.48,4.17,.00533,0.00218,6,23.1, 11.3 
584,21.83,3.85,.00565,0.00286,5,26, 15.9 
684,25.57,3.03,.00251,0.00298,4,29.4, 19.4 
784,25.88,3.33,.0040,0.00295,7,28.4, 23.3 
884,26.58,2.93,.00161,0.00299,6,29.4, 22.2 
984,22.17,3.82,.00447,0.00268,6,27.1, 15.4 
1084,21.14,2.95,.00137,0.00171,4,24.8, 13.8 
1184,11.96,3.59,.00118,0.00136,5,21.5, 3.8 
1284,13.38,2.83,.00055,0.00102,5,19.1, 0 
185,5.73,4.21,.00072,0.00109,5,19.6,-8.8 
285,9.87,4.38,.00246,0.00149,7,19.8, 1.9 
385,15.65,4.38,.00124,0.00265,5,22.9, 7.6 
485,19.54,3.97,.00095,0.00294,4,26.2, 10.8 
585,22.7,3.92,.00229,0.00312,6,26.3, 16.3 
685,26.16,3.98,.00595,0.00395,7,30.7, 22.4 
785,26.51,3.31,.00989,0.00292,7,29.8, 23.9 
885,25.94,3.37,.00696,0.00275,6,28, 23.3 
985,23.75,3.73,.00215,0.00282,5,28.7, 17.4 
1085,21.83,3.94,.00377,0.00178,7,26.4, 14.6 
1185,19.0,3.53,.00466,0.00138,7,23.7, 10.9 
1285,8.36,3.71,.00099,0.00115,4,19.3,-3 
186,7.56,3.61,.00169,0.00106,5,16,-5.5 
286,12.74,3.74,.00379,0.00135,6,17.6, 1.7 
386,14.11,4.17,.0022,0.00187,5,21.8, 4.6 
486,18.8,4.21,.00071,0.00292,3,24.3, 11.1 
586,22.94,3.81,.00077,0.00297,6,27.5, 16.7 
686,26.71,3.99,.00213,0.00327,7,29.2, 23.1 
786,29.03,3.65,.00416,0.00417,6,31.9, 25.8 
886,26.05,3.71,.01099,0.00271,7,29.1, 15.6 
986,25.05,3.44,.0039,0.00238,5,28, 21.2 
1086,19.83,3.58,.00242,0.00206,6,27.9, 12.8 
1186,16.96,3.63,.00342,0.00114,8,22.9, 4.3 
1286,11.13,3.74,.00428,0.00119,7,19.9, 4.7 
187,8.36,4.33,.00588,0.00124,6,16.1, 1.3 
287,9.09,4.59,.00416,0.00129,7,17.3, 3.4 
387,13.3,4.58,.00455,0.00191,6,21.1, 4.8 
487,16.69,4.51,.00111,0.00262,4,23.4, 7.1 
587,22.44,3.25,.00189,0.00239,5,24.9, 14.4 
687,25.98,3.78,.00479,0.00301,7,27.8, 23.3 
787,27.79,3.52,.0024,0.00361,5,30.4, 24.6 
887,27.65,3.62,.00572,0.00338,6,30, 25.2 
987,24.63,3.06,.01227,0.00212,6,27.7, 20.8 
1087,15.98,3.48,.00046,0.00197,4,20.7, 10.5 
1187,14.96,3.43,.0031,0.00141,5,21.6, 5.2 
1287,11.85,3.24,.0013,0.0012,5,19.5, 3.9 
189,12.61,3.47,.00218,0.00135,7,18.7, 6.1 
289,12.3,4.06,.00107,0.00145,7,20.4, 0.6 
389,14.83,4.26,.00236,0.00183,7,22, 1.5 
489,18.26,3.9,.0041,0.00252,6,26.9, 7.2 
589,22.32,3.84,.00176,0.00328,6,29.6, 15.9 
689,26.25,3.55,.00615,0.00313,7,28.6, 22.4 
789,27.4,3.3,.00159,0.00318,7,30.6, 24.5 
889,26.25,2.91,.00753,0.00253,7,30.7, 19.9 
989,24.06,3.55,.01131,0.00228,8,28, 16.6 
1089,19.89,3.66,.00335,0.00232,6,25.8, 8.5 
1189,15.4,3.49,.00157,0.00166,5,21.7, 4.7 
1289,5.78,4.11,.00389,0.00102,6,16,-7.5 
