61,3.794,8,11,16,19,20,28,6.987,109,0.5394,127.3512,71.58784,17.653
62,3.768,8,11,16,18,20,28,7.126,110,0.4053,155.6218,74.84534,17.47
64,4.02,12,15,22,25,26,35,7.383,122,0.3648,185.7018,81.91433,18.065
70,3.761,6,9,15,18,18,26,6.595,102,0.4272,116.8928,84.83638,17.873
71,3.784,7,9,14,17,18,28,6.758,116,0.5239,154.1556,78.89832,18.403
72,4.128,8,11,18,21,23,35,7.033,95,0.2895,109.2036,85.03328,18.126
73,4.043,9,12,19,21,23,33,6.995,109,0.3535,183.6510,87.87166,18.614
74,3.777,6,9,15,18,20,28,6.592,105,0.3968,138.9782,81.47567,18.388
78,3.85,7,10,17,20,21,30,7.087,91,0.5224,104.1102,82.40924,17.965
79,3.713,8,11,17,20,21,29,6.847,111,0.3716,147.5892,76.90131,17.796
80,3.757,6,9,15,18,19,28,6.72,98,0.3385,104.2056,79.23625,17.723
81,3.786,7,10,16,18,20,29,6.713,88,0.4423,125.8208,84.75446,17.663
82,3.412,3,5,10,12,13,21,6.209,113,0.5312,119.6804,68.83684,18.165
84,3.522,5,7,12,14,15,24,6.363,101,0.316,117.6098,75.78667,18.287
85,3.866,6,9,15,18,19,29,6.74,97,0.3572,128.1706,85.35142,18.788
86,3.772,6,8,14,17,19,28,6.806,93,0.3878,123.2426,82.61977,19.266
87,3.776,6,9,14,17,18,28,6.712,101,0.5663,144.2996,79.77268,18.275
89,3.672,6,8,13,16,17,26,6.691,124,0.3702,142.6356,80.90572,18.808
